date,YEAR,MONTH,MAX,MIN,DTR,AW,RF,EVP,DRNRF,SSH,RF_3d,RF_7d,MAX_3d_avg,MIN_3d_avg,DTR_3d_avg,RF_lag1,MAX_lag1,MIN_lag1,LABEL_lag1,MONTH_sin,MONTH_cos,DOY_sin,DOY_cos,SEASON,HA_flag,RF_nonzero,LABEL,T850,T700,T500,Td850,Td700,KI,TT,CT,VT,SI,LI,CAPE,wind_shear
2024-12-25,2024,12,26.4,18.4,8.0,2.0,0.0,5.0,0.0,360.0,0.0,0.0,27.600000000000005,18.76666666666667,8.833333333333334,0.0,27.9,17.1,0,-2.4492935982947064e-16,1.0,-0.0859647987374467,0.9962981749346076,0,0,0,0,17.275350000000003,10.76794000000001,-3.654879999999992,1.8939800005115897,-1.1935833123428097,10.862686688168765,26.479090000511576,5.548860000511581,20.930229999999995,12.665597661245158,-1.81875,72.75,4.564287930947063
2024-12-26,2024,12,24.7,20.2,4.5,2.0,0.0,5.0,0.0,360.0,0.0,0.0,27.133333333333336,18.3,8.833333333333334,0.0,26.4,18.4,0,-2.4492935982947064e-16,1.0,-0.0688024268023206,0.9976303053065856,0,0,0,0,17.452020000000005,11.627250000000004,-4.802499999999952,1.952479078598344,0.5500711556484816,13.12982023424678,29.009499078598253,6.754979078598296,22.25451999999996,11.374392081190024,-0.68125,27.25,10.282318979700186
2024-12-27,2024,12,24.4,19.3,5.099999999999998,2.0,0.9,5.0,0.0,360.0,0.0,0.0,26.33333333333333,18.566666666666663,7.766666666666666,0.0,24.7,20.2,0,-2.4492935982947064e-16,1.0,-0.0516196672232541,0.998666816288476,0,0,1,0,16.78558000000004,9.078000000000031,-5.2144799999999805,1.834703179450344,0.9942913158290594,15.75105449527939,29.049243179450343,7.049183179450324,22.00006000000002,11.444276992604784,-0.340625,13.625,10.009970076121622
2024-12-28,2024,12,26.5,17.9,8.600000000000001,2.0,1.2,5.0,0.0,360.0,0.9,0.8999999999999361,25.166666666666668,19.3,5.866666666666666,0.9,24.4,19.3,0,-2.4492935982947064e-16,1.0,-0.0344216116227458,0.9994074007397048,0,0,1,0,18.09470000000005,10.794460000000017,-4.428439999999966,1.4531544552082778,-0.315933614679011,12.865900840529264,28.404734455208256,5.881594455208244,22.52314000000001,11.657067166562513,-0.0,0.0,8.415166695821323
2024-12-29,2024,12,28.2,17.4,10.8,2.0,0.0,5.0,0.0,360.0,2.1,2.099999999999936,25.200000000000003,19.133333333333336,6.066666666666666,1.2,26.5,17.9,0,-2.4492935982947064e-16,1.0,-0.0172133561558352,0.9998518392091162,0,0,0,0,18.768760000000043,9.528999999999996,-4.951819999999998,1.481329353861895,-1.8797243142315665,13.793185039630371,30.153729353861934,6.433149353861893,23.72058000000004,10.708405567613228,-0.0,0.0,8.725154868171348
2024-12-30,2024,12,27.2,17.8,9.4,2.0,0.0,5.0,0.0,360.0,2.1,2.099999999999936,26.366666666666664,18.2,8.166666666666666,0.0,28.2,17.4,0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0,0,0,0,17.068700000000035,10.983270000000005,-4.2336199999999735,1.8173962336202292,-0.9203876393061136,11.21605859431412,27.35333623362021,6.051016233620203,21.30232000000001,12.260350266241405,-0.190625,7.625,9.433068452228955
2024-12-31,2024,12,29.0,16.6,12.4,2.0,0.0,5.0,0.0,360.0,1.2,2.099999999999936,27.3,17.700000000000003,9.6,0.0,27.2,17.8,0,-2.4492935982947064e-16,1.0,0.0172133561558339,0.9998518392091162,0,0,0,0,18.3295,11.72732000000002,-4.534699999999987,1.2816779255024926,-3.137581931028876,9.28097599447358,28.68057792550246,5.816377925502479,22.864199999999983,11.509206532005862,-0.0,0.0,7.387910024076454
2025-01-01,2025,1,27.5,16.5,11.0,2.0,0.0,5.0,0.0,420.0,0.0,2.099999999999936,28.133333333333336,17.26666666666667,10.866666666666664,0.0,29.0,16.6,0,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0,0,0,0,17.877530000000036,12.185020000000009,-4.5894799999999805,1.4310731013317195,-3.175450978924971,8.537612122406756,28.48756310133172,6.0205531013317,22.467010000000016,11.641511430626052,-0.0,0.0,5.183847941826323
2025-01-02,2025,1,27.4,16.3,11.099999999999998,2.0,0.0,5.0,0.0,420.0,0.0,2.099999999999936,27.9,16.96666666666667,10.933333333333332,0.0,27.5,16.5,0,0.4999999999999999,0.8660254037844387,0.0344216116227457,0.9994074007397048,0,0,0,0,17.488730000000032,11.912070000000028,-4.835669999999993,1.301591337888965,-2.753521079646987,8.960400258241975,28.461661337888984,6.137261337888958,22.324400000000026,11.710277635258478,-0.0,0.0,9.162620186032386
2025-01-03,2025,1,27.6,16.4,11.200000000000005,2.0,0.0,5.0,0.0,420.0,0.0,2.099999999999936,27.96666666666667,16.466666666666672,11.5,0.0,27.4,16.3,0,0.4999999999999999,0.8660254037844387,0.0516196672232537,0.998666816288476,0,0,0,0,17.190330000000017,12.583860000000016,-4.4541999999999575,1.144853411164604,-2.765647218775541,7.439876192389022,27.243583411164536,5.599053411164562,21.64452999999997,12.368995929004484,-0.0,0.0,9.814581423600425
2025-01-04,2025,1,27.1,14.0,13.1,2.0,0.0,5.0,0.0,420.0,0.0,1.199999999999936,27.5,16.400000000000002,11.1,0.0,27.6,16.4,0,0.4999999999999999,0.8660254037844387,0.0688024268023198,0.9976303053065856,0,0,0,0,17.25033000000002,13.096920000000011,-4.610239999999976,1.1075538193635452,-3.2806208899053786,6.590582929458151,27.57836381936352,5.717793819363521,21.86057,12.197552063841728,-0.0,0.0,10.187059677140732
2025-01-05,2025,1,28.3,14.9,13.4,2.0,0.0,5.0,0.0,420.0,0.0,0.0,27.36666666666667,15.566666666666668,11.800000000000002,0.0,27.1,14.0,0,0.4999999999999999,0.8660254037844387,0.0859647987374464,0.9962981749346078,0,0,0,0,18.57327000000004,11.232169999999996,-5.092629999999986,0.96383944057618,-3.009005772860462,10.388563667715744,29.722369440576188,6.056469440576166,23.665900000000025,10.98772718913591,-0.0,0.0,9.20511104625175
2025-01-06,2025,1,28.3,15.4,12.9,2.0,0.0,5.0,0.0,420.0,0.0,0.0,27.66666666666667,15.1,12.566666666666668,0.0,28.3,14.9,0,0.4999999999999999,0.8660254037844387,0.1031016974474348,0.9946708199115212,0,0,0,0,18.06173000000001,11.360299999999995,-4.845559999999978,1.0958154522846255,-3.4356826707711434,9.207122781513476,28.848665452284592,5.941375452284603,22.90728999999999,11.470038956355893,-0.0,0.0,3.099476002298185
2025-01-07,2025,1,28.0,16.2,11.8,2.0,0.0,5.0,0.0,420.0,0.0,0.0,27.9,14.766666666666673,13.133333333333336,0.0,28.3,15.4,0,0.4999999999999999,0.8660254037844387,0.1202080448993527,0.9927487224577402,0,0,0,0,18.484860000000022,11.045980000000045,-3.904899999999998,1.1605092781531994,-3.5224776947005694,8.981811583452611,27.45516927815322,5.065409278153197,22.389760000000024,12.114435027902005,-0.0,0.0,5.23901686394809
2025-01-08,2025,1,28.7,16.4,12.3,2.0,0.0,5.0,0.0,420.0,0.0,0.0,28.200000000000003,15.500000000000002,12.7,0.0,28.0,16.2,0,0.4999999999999999,0.8660254037844387,0.1372787721132647,0.9905324521322229,0,0,0,0,18.25527,11.153160000000014,-5.240269999999953,0.5318192789655996,-3.288885989826042,9.585313289139492,29.2676292789655,5.772089278965552,23.49553999999995,11.28005930980629,-0.0,0.0,4.148094909271248
2025-01-09,2025,1,26.0,14.9,11.1,2.0,0.0,5.0,0.0,420.0,0.0,0.0,28.33333333333333,16.000000000000004,12.333333333333334,0.0,28.7,16.4,0,0.4999999999999999,0.8660254037844387,0.1543088206642811,0.9880226656636976,0,0,0,0,17.062520000000006,11.605740000000026,-4.54965999999996,1.3030819125054336,-0.7321826310000574,10.577339281505315,27.46492191250536,5.852741912505394,21.612179999999967,12.258053424055449,-0.0,0.0,6.243391196873124
2025-01-10,2025,1,26.0,17.3,8.7,2.0,0.0,5.0,0.0,420.0,0.0,0.0,27.566666666666677,15.833333333333336,11.733333333333334,0.0,26.0,14.9,0,0.4999999999999999,0.8660254037844387,0.1712931441814776,0.9852201067560606,0,0,0,0,16.761250000000018,9.782650000000046,-3.8198999999999614,1.6174834586993825,-0.1275355901879606,12.288447868511357,26.018533458699324,5.437383458699344,20.58114999999998,12.986311417704997,-0.121875,4.875,5.052489668608632
2025-01-11,2025,1,24.8,18.2,6.600000000000001,2.0,0.0,5.0,0.0,420.0,0.0,0.0,26.90000000000001,16.200000000000003,10.7,0.0,26.0,17.3,0,0.4999999999999999,0.8660254037844387,0.1882267098432442,0.9821256058680006,0,0,0,0,18.086880000000008,11.260100000000024,-4.974339999999984,1.6155499897342338,-0.922075393015291,12.494594596718912,29.65110998973421,6.589889989734218,23.06121999999999,11.019288250075933,-0.253125,10.125,4.689012018415361
2025-01-12,2025,1,29.8,17.0,12.8,2.0,0.0,5.0,0.0,420.0,0.0,0.0,25.600000000000005,16.8,8.799999999999999,0.0,24.8,18.2,0,0.4999999999999999,0.8660254037844387,0.2051044998686192,0.9787400799669153,0,0,0,0,20.445580000000007,8.758970000000033,-4.125619999999969,1.4411955935721608,-0.5175347781906794,16.735890815381424,30.138015593572103,5.56681559357213,24.571199999999976,10.561623677392276,-0.20625,8.25,6.783188813881622
2025-01-13,2025,1,26.3,20.0,6.300000000000001,2.0,0.0,5.0,0.0,420.0,0.0,0.0,26.86666666666667,17.500000000000004,9.366666666666667,0.0,29.8,17.0,0,0.4999999999999999,0.8660254037844387,0.2219215130041655,0.9750645322571948,0,0,0,0,18.35903000000002,8.947100000000034,-3.967079999999953,1.812540028128524,0.8398433928012992,16.03139342092976,28.10573002812845,5.779620028128477,22.32610999999997,11.74373360250189,-0.071875,2.875,4.543448971039909
2025-01-14,2025,1,27.4,19.6,7.799999999999997,2.0,0.0,5.0,0.0,420.0,0.0,0.0,26.96666666666667,18.4,8.566666666666668,0.0,26.3,20.0,0,0.4999999999999999,0.8660254037844387,0.2386727660059501,0.9711000518829505,0,0,0,0,17.24246000000005,9.010130000000004,-4.803299999999979,1.7427147523540043,0.7121759073953626,15.490520659749391,28.591774752354013,6.546014752353983,22.04576000000003,11.629941148156206,-0.015625,0.625,5.922074934423511
2025-01-15,2025,1,24.2,17.0,7.199999999999999,2.0,0.0,5.0,0.0,420.0,0.0,0.0,27.83333333333334,18.86666666666667,8.966666666666667,0.0,27.4,19.6,0,0.4999999999999999,0.8660254037844387,0.255353295116187,0.9668478136052776,0,0,0,0,18.24526000000003,9.57763,-5.471139999999991,1.4580239578954777,0.4614798917359053,16.058273849631405,30.64556395789549,6.929163957895469,23.71640000000002,10.519223608965431,-0.015625,0.625,7.9273142122437
2025-01-16,2025,1,26.6,16.8,9.8,2.0,0.0,5.0,0.0,420.0,0.0,0.0,25.96666666666667,18.86666666666667,7.099999999999999,0.0,24.2,17.0,0,0.4999999999999999,0.8660254037844387,0.2719581575341055,0.9623090774541486,0,0,0,0,18.107140000000012,9.62103000000002,-4.782479999999964,1.3165606173757851,-0.5430070381572705,14.042143579218475,28.98866061737573,6.099040617375749,22.88961999999998,11.375332248503868,-0.0,0.0,5.420697700740685
