date,year,month,slot,slot_label,MAX,MIN,DTR,AW,RF,EVP,DRNRF,SSH,RF_3d,RF_7d,MAX_3d_avg,MIN_3d_avg,DTR_3d_avg,RF_lag1,MAX_lag1,MIN_lag1,LABEL_lag1,MONTH_sin,MONTH_cos,DOY_sin,DOY_cos,SEASON,HA_flag,RF_nonzero,CAPE,K_INDEX,LIFTED_INDEX,TOTALS_TOTALS,PRECIP_WATER,ERA5_T2M,ERA5_D2M,ERA5_U10,ERA5_V10,ERA5_CAPE,ERA5_SP,ERA5_t_500hPa,ERA5_t_700hPa,ERA5_t_850hPa,ERA5_q_500hPa,ERA5_q_700hPa,ERA5_q_850hPa,ERA5_u_500hPa,ERA5_u_700hPa,ERA5_u_850hPa,ERA5_v_500hPa,ERA5_v_700hPa,ERA5_v_850hPa,slot_sin,slot_cos,slot_month_clim,doy_sin,doy_cos,ts_label_lag1_slot,ts_any_yesterday,ts_label,q_gradient_500_850,wind_shear_500_850,thickness_500_850,moisture_flux_850,wind_shear_700_850,thetae_850,cape_x_kindex,li_x_totals,moisture_flux_700,mid_level_drying,ERA5_u_200hPa,ERA5_v_200hPa,ERA5_u_300hPa,ERA5_v_300hPa,wind_shear_200_850,wind_shear_300_850,jet_strength_200,jet_strength_300,upper_div_proxy,wind_backing,total_shear_magnitude,cape_x_shear_200
2015-01-04,2015,1,2,1201-1800,28.3,19.0,9.3,2.0,0.0,4.1,0.0,378.0,1.4,1.4,29.15,18.15,11.0,0.0,29.2,18.7,0.0,0.4999999999999999,0.8660254037844387,0.0688024268023198,0.9976303053065856,0.0,0.0,0.0,0.0,6.248606136863145,1.659359250317607,38.387096886376185,16.178300880400535,300.57257080078125,287.51812744140625,-1.098602294921875,0.6645050048828125,0.0,91545.25,269.09783935546875,282.1650085449219,293.268798828125,0.0001251140784006,0.0012107447255402,0.0091288089752197,-5.211837768554688,5.8670501708984375,-2.301788330078125,-7.115509033203125,0.3976287841796875,0.937713623046875,1.2246467991473532e-16,-1.0,0.0,0.0688024268023198,0.9976303053065856,0,0,0,0.0090036948968191,8.562872350182271,24.17095947265625,0.0226893353632331,8.186672955982253,316.0089893132092,0.0,63.69798431124653,0.0071197952818805,0.132628976704169,7.24114990234375,7.0894317626953125,1.1384429931640625,-2.5718536376953125,11.353911492410832,4.914494268497026,10.133819350379504,2.8125581918266085,6.1027069091796875,-113.44133299516972,9.367818932858452,0.0
2015-01-04,2015,1,3,1801-2400,28.3,19.0,9.3,2.0,0.0,4.1,0.0,378.0,1.4,1.4,29.15,18.15,11.0,0.0,29.2,18.7,0.0,0.4999999999999999,0.8660254037844387,0.0688024268023198,0.9976303053065856,0.0,0.0,0.0,0.0,6.248606136863145,1.659359250317607,38.387096886376185,16.178300880400535,293.5069274902344,290.9354858398437,-3.133285522460937,0.7062530517578125,75.875,91753.921875,269.1123046875,283.0821533203125,290.82159423828125,0.0002470355830155,0.0010931708384305,0.010794747620821,-8.465103149414062,4.82598876953125,-5.629608154296875,-7.827835083007812,-1.1878509521484375,3.9879150390625,-1.0,-1.8369701987210292e-16,0.0,0.0688024268023198,0.9976303053065856,0,0,0,0.0105477120378054,12.151213223976413,21.70928955078125,0.0744727708553938,11.666535931001109,317.7116976244101,0.0,63.69798431124653,0.0054330873846873,0.1012687628799417,11.191421508789062,0.9763336181640624,2.457504272460937,2.73541259765625,17.088495006322752,8.183529175652106,11.233928196376537,3.677201290190717,8.733917236328125,-139.70108647732482,13.635414720433424,0.0
2015-01-05,2015,1,0,0001-0600,28.8,18.4,10.400000000000002,2.0,0.0,5.2,0.0,474.0,1.4,1.4,28.866666666666664,18.433333333333334,10.433333333333334,0.0,28.3,19.0,0.0,0.4999999999999999,0.8660254037844387,0.0859647987374464,0.9962981749346078,0.0,0.0,0.0,1.25,25.449283426701925,1.5226743427151632,38.59054149497217,22.23669428777487,293.60906982421875,291.8607788085937,-2.891571044921875,1.053680419921875,40.0,91624.28125,268.5936279296875,283.3143005371094,290.8666687011719,0.0004880686756223,0.0007154315244406,0.0084136575460433,-9.362640380859377,2.698959350585937,-6.59759521484375,-6.108795166015625,-1.755950927734375,2.4529571533203125,0.0,1.0,0.0,0.0859647987374464,0.9962981749346078,0,0,0,0.007925588870421,8.997170530103377,22.27304077148437,0.059222385019694,10.204941647201077,311.82539133329766,31.81160428337741,58.760827405878985,0.0023036167686859,0.0850321558125325,13.440597534179688,-2.6016845703125,4.683990478515625,2.23931884765625,20.665879405467003,11.283608336089035,13.690084904017185,5.191754588219049,8.756607055664062,-170.56029249098248,13.289330527590485,25.83234925683375
2015-01-05,2015,1,1,0601-1200,28.8,18.4,10.400000000000002,2.0,0.0,5.2,0.0,474.0,1.4,1.4,28.866666666666664,18.433333333333334,10.433333333333334,0.0,28.3,19.0,0.0,0.4999999999999999,0.8660254037844387,0.0859647987374464,0.9962981749346078,0.0,0.0,0.0,1.25,25.449283426701925,1.5226743427151632,38.59054149497217,22.23669428777487,299.20672607421875,288.672119140625,-2.842041015625,0.9785919189453124,0.0,91796.640625,268.38873291015625,284.251953125,290.2078552246094,0.0004382848273962,0.0005176775157451,0.0107811912894248,-10.527664184570312,1.6273040771484375,-4.312713623046875,-4.299407958984375,-1.3457794189453125,1.2757415771484375,1.0,6.123233995736766e-17,0.0,0.0859647987374464,0.9962981749346078,0,0,0,0.0103429064620286,8.349125872354687,21.819122314453125,0.0484878194589229,6.4927792671239,317.06418930314663,31.81160428337741,58.760827405878985,0.0010931751867927,0.0480167222555604,10.71112060546875,-3.73175048828125,6.6436309814453125,-0.381317138671875,15.836368640293108,11.080944485018465,11.342577587642264,6.654565002903263,4.0674896240234375,177.27039865444672,10.2260912599239,19.795460800366385
2015-01-05,2015,1,2,1201-1800,28.8,18.4,10.400000000000002,2.0,0.0,5.2,0.0,474.0,1.4,1.4,28.866666666666664,18.433333333333334,10.433333333333334,0.0,28.3,19.0,0.0,0.4999999999999999,0.8660254037844387,0.0859647987374464,0.9962981749346078,0.0,0.0,0.0,1.25,25.449283426701925,1.5226743427151632,38.59054149497217,22.23669428777487,300.4637451171875,287.3717041015625,-1.1420440673828125,0.1440582275390625,1.25,91525.546875,268.790771484375,279.6854858398437,293.1924743652344,0.00034677865915,0.0046195685863494,0.0089255906641483,-11.194534301757812,0.872833251953125,-2.3748779296875,-4.210479736328125,-2.1798858642578125,-0.3108978271484375,1.2246467991473532e-16,-1.0,0.0,0.0859647987374464,0.9962981749346078,0,0,0,0.0085788120049983,9.643291843960856,24.40170288085937,0.0213780523039395,3.747098104161606,315.4264407507273,31.81160428337741,58.760827405878985,0.0108473729338087,0.517564410312984,6.15496826171875,-2.087631225585937,6.1552581787109375,-5.517303466796875,8.712924745352217,9.993491967894201,6.499372157124608,8.26606561740933,-0.0002899169921875,153.8059430568104,7.36777156449156,10.891155931690271
2015-01-05,2015,1,3,1801-2400,28.8,18.4,10.400000000000002,2.0,0.0,5.2,0.0,474.0,1.4,1.4,28.866666666666664,18.433333333333334,10.433333333333334,0.0,28.3,19.0,0.0,0.4999999999999999,0.8660254037844387,0.0859647987374464,0.9962981749346078,0.0,0.0,0.0,1.25,25.449283426701925,1.5226743427151632,38.59054149497217,22.23669428777487,294.16455078125,288.9039306640625,-2.8764190673828125,0.026214599609375,0.0,91733.234375,269.3099975585937,285.6005859375,289.8452453613281,0.000279372325167,0.0007176420185714,0.0107041895389556,-9.157958984375,-7.5132293701171875,-6.0021820068359375,-2.707015991210937,-3.278167724609375,1.3682861328125,-1.0,-1.8369701987210292e-16,0.0,0.0859647987374464,0.9962981749346078,0,0,0,0.0104248172137886,5.154320103955081,20.535247802734432,0.0658967815769389,4.885979695335403,316.5097653184277,31.81160428337741,58.760827405878985,0.0058826950479538,0.067043090830614,5.083541870117188,-0.8448028564453125,2.5997772216796875,-6.391265869140625,11.304469768654467,11.584660108957012,5.153260114868327,6.8997913745566555,2.483764648437501,-176.59344277518545,7.114923189314983,14.130587210818085
2015-01-06,2015,1,0,0001-0600,28.1,18.6,9.5,1.0,0.0,3.4,0.0,486.0,0.0,1.4,28.766666666666666,18.7,10.066666666666668,0.0,28.8,18.4,0.0,0.4999999999999999,0.8660254037844387,0.1031016974474348,0.9946708199115212,0.0,0.0,0.0,16.75,12.478748015514952,2.878459334521267,36.48070218809954,18.796317223904083,292.4525756835937,290.8311767578125,-1.6155853271484375,0.35894775390625,1.25,91651.296875,269.4938659667969,285.6190185546875,289.4535522460937,0.0002361970109632,0.000584552064538,0.009613424539566,-7.50506591796875,-4.4754486083984375,-4.661712646484375,-3.0169830322265625,-0.7629241943359375,-2.57586669921875,0.0,1.0,0.0,0.1031016974474348,0.9946708199115212,0,0,0,0.0093772275286028,2.8773671030487504,19.959686279296815,0.051201440287007,1.822485889628462,313.4009374786182,209.01902925987545,105.00821774322554,0.0026538723970183,0.0608058035226005,3.063949584960937,-5.1285552978515625,0.7041015625,-5.6134033203125,8.136465817292574,6.165921735622684,5.974099639468999,5.657389490463808,2.359848022460937,91.93213815030134,4.278772936656595,136.2858024396506
2015-01-06,2015,1,1,0601-1200,28.1,18.6,9.5,1.0,0.0,3.4,0.0,486.0,0.0,1.4,28.766666666666666,18.7,10.066666666666668,0.0,28.8,18.4,0.0,0.4999999999999999,0.8660254037844387,0.1031016974474348,0.9946708199115212,0.0,0.0,0.0,16.75,12.478748015514952,2.878459334521267,36.48070218809954,18.796317223904083,298.7342529296875,288.0447082519531,-2.6827545166015625,-0.8615264892578125,1.25,91821.0,269.539306640625,285.385009765625,290.08544921875,0.0001869086117949,0.0006706812418997,0.0098523758351802,-7.9790496826171875,-3.28167724609375,-3.64544677734375,-3.14776611328125,-0.2800140380859375,-1.5402069091796875,1.0,6.123233995736766e-17,0.0,0.1031016974474348,0.9946708199115212,0,0,0,0.0096654672233852,4.622159747919367,20.546142578125,0.0389904204642826,1.3116456626015098,314.6280706966242,209.01902925987545,105.00821774322554,0.0022089570058313,0.0680730399495964,-0.821502685546875,-4.56109619140625,-1.48199462890625,-5.708526611328125,4.135266894538464,4.696319232962946,4.634486501180183,5.897760943981058,0.660491943359375,56.88574413911175,3.3563574350197807,69.26572048351927
2015-01-06,2015,1,2,1201-1800,28.1,18.6,9.5,1.0,0.0,3.4,0.0,486.0,0.0,1.4,28.766666666666666,18.7,10.066666666666668,0.0,28.8,18.4,0.0,0.4999999999999999,0.8660254037844387,0.1031016974474348,0.9946708199115212,0.0,0.0,0.0,16.75,12.478748015514952,2.878459334521267,36.48070218809954,18.796317223904083,299.6561889648437,287.4176025390625,-1.05657958984375,-0.6203460693359375,16.75,91595.921875,269.7716369628906,283.1887512207031,292.1306457519531,0.0001188616879517,0.0024363661650568,0.0094906389713287,-6.85150146484375,-1.805572509765625,-2.2120361328125,-4.162567138671875,-1.7617034912109375,-1.4164581298828125,1.2246467991473532e-16,-1.0,0.0,0.1031016974474348,0.9946708199115212,0,0,0,0.009371777283377,5.391266386969975,22.3590087890625,0.0249288890323603,0.5332982621188445,315.7721677313287,209.01902925987545,105.00821774322554,0.0061460644613612,0.2567125264910566,-1.3359222412109375,-3.16619873046875,-5.107437133789063,-5.677825927734375,1.9568259300193442,5.15195132595625,3.4364956911633073,7.636990332667716,3.771514892578126,34.49042229016868,2.6271301930360544,32.77683432782402
2015-01-06,2015,1,3,1801-2400,28.1,18.6,9.5,1.0,0.0,3.4,0.0,486.0,0.0,1.4,28.766666666666666,18.7,10.066666666666668,0.0,28.8,18.4,0.0,0.4999999999999999,0.8660254037844387,0.1031016974474348,0.9946708199115212,0.0,0.0,0.0,16.75,12.478748015514952,2.878459334521267,36.48070218809954,18.796317223904083,294.6243591308594,288.59967041015625,-2.33489990234375,1.127471923828125,16.25,91789.21875,269.0653686523437,286.38983154296875,289.4364624023437,0.0001094748877221,0.0008056433871388,0.0109362415969371,-5.4864654541015625,-4.570831298828125,-3.53338623046875,-5.4290771484375,-2.648956298828125,2.9498443603515625,-1.0,-1.8369701987210292e-16,0.0,0.1031016974474348,0.9946708199115212,0,0,0,0.0108267667092149,8.603536720688425,20.37109375,0.0503380838267998,5.694107576354182,316.6790323564669,209.01902925987545,105.00821774322554,0.0042561666815231,0.0736672929479852,-0.1331024169921875,-0.5423736572265625,-7.844558715820312,-6.90478515625,4.874168307977065,10.756390245241528,0.5584670424138554,10.450510011474213,7.711456298828124,116.06847736669096,6.390604201673224,81.64231915861585
2015-01-07,2015,1,0,0001-0600,27.0,17.4,9.6,1.0,0.0,4.5,0.0,330.0,0.0,1.4,28.4,18.666666666666668,9.733333333333334,0.0,28.1,18.6,0.0,0.4999999999999999,0.8660254037844387,0.1202080448993527,0.9927487224577402,0.0,0.0,0.0,0.0,-1.4826162135772163,1.937945320201152,35.981837063279045,15.57779998275196,293.3907470703125,289.8587341308594,-1.74505615234375,0.1152496337890625,47.375,91678.0625,268.8090515136719,285.603515625,289.1344299316406,8.110576891340315e-05,0.0006102898623794,0.0104434937238693,-4.9505157470703125,-1.4923095703125,-0.402191162109375,-6.9616241455078125,0.9907684326171876,0.007049560546875,0.0,1.0,0.0,0.1202080448993527,0.9927487224577402,0,0,0,0.0103623879549558,8.321638645820789,20.32537841796875,0.0042009260470823,1.468353146613785,315.1495472657015,-0.0,69.73083274902199,0.0010931874020539,0.0584373218463492,1.3531646728515625,0.8656158447265625,-7.717636108398437,-5.993133544921875,1.954075272772655,9.461391655636014,1.6063453621482389,9.771364121192251,9.07080078125,-146.38888968063713,3.914689021735743,0.0
2015-01-07,2015,1,1,0601-1200,27.0,17.4,9.6,1.0,0.0,4.5,0.0,330.0,0.0,1.4,28.4,18.666666666666668,9.733333333333334,0.0,28.1,18.6,0.0,0.4999999999999999,0.8660254037844387,0.1202080448993527,0.9927487224577402,0.0,0.0,0.0,0.0,-1.4826162135772163,1.937945320201152,35.981837063279045,15.57779998275196,298.4636535644531,287.6537780761719,0.114959716796875,-1.0816802978515625,2.5,91820.671875,268.6936340332031,285.7115783691406,289.8749694824219,0.0001089876896003,0.0005375195760279,0.0097881630063056,-5.1044921875,-0.331451416015625,0.2491302490234375,-8.338546752929688,-0.6011810302734375,-1.570037841796875,1.0,6.123233995736766e-17,0.0,0.1202080448993527,0.9927487224577402,0,0,0,0.0096791753167052,8.62983117291013,21.18133544921875,0.0155600537509244,1.1294948388615558,314.2576345011174,-0.0,69.73083274902199,0.0003690057883122,0.0549152604800682,3.285247802734375,-2.7855682373046875,-5.180587768554688,-4.526336669921875,3.2704011898167886,6.1823571970232996,4.307231538941433,6.879405008950839,8.465835571289062,40.68892155128469,4.343242400529491,0.0
2015-01-07,2015,1,2,1201-1800,27.0,17.4,9.6,1.0,0.0,4.5,0.0,330.0,0.0,1.4,28.4,18.666666666666668,9.733333333333334,0.0,28.1,18.6,0.0,0.4999999999999999,0.8660254037844387,0.1202080448993527,0.9927487224577402,0.0,0.0,0.0,0.0,-1.4826162135772163,1.937945320201152,35.981837063279045,15.57779998275196,299.74761962890625,288.3121337890625,0.3520355224609375,-0.919677734375,0.0,91557.71875,269.7206420898437,284.4984436035156,292.69219970703125,0.0002829111181199,0.0008843869436532,0.0087770707905292,-6.3658599853515625,0.948455810546875,0.2017669677734375,-10.367935180664062,-5.9639739990234375,-1.9576416015625,1.2246467991473532e-16,-1.0,0.0,0.1202080448993527,0.9927487224577402,0,0,0,0.0084941596724093,10.67083698132864,22.97155761718756,0.0172733791182548,4.075321276521329,314.5561977619252,-0.0,69.73083274902199,0.0053407419665592,0.1007610470507359,2.218841552734375,0.2094879150390625,-1.5311431884765625,-5.099624633789063,2.960581061721003,3.588179898560554,2.228708824115009,5.324525412575887,3.7499847412109375,89.5090007653659,5.902246439856991,0.0
