date,year,month,slot,slot_label,MAX,MIN,DTR,AW,RF,EVP,DRNRF,SSH,RF_3d,RF_7d,MAX_3d_avg,MIN_3d_avg,DTR_3d_avg,RF_lag1,MAX_lag1,MIN_lag1,LABEL_lag1,MONTH_sin,MONTH_cos,DOY_sin,DOY_cos,SEASON,HA_flag,RF_nonzero,CAPE,K_INDEX,LIFTED_INDEX,TOTALS_TOTALS,PRECIP_WATER,ERA5_T2M,ERA5_D2M,ERA5_U10,ERA5_V10,ERA5_CAPE,ERA5_SP,ERA5_t_500hPa,ERA5_t_700hPa,ERA5_t_850hPa,ERA5_q_500hPa,ERA5_q_700hPa,ERA5_q_850hPa,ERA5_u_500hPa,ERA5_u_700hPa,ERA5_u_850hPa,ERA5_v_500hPa,ERA5_v_700hPa,ERA5_v_850hPa,slot_sin,slot_cos,slot_month_clim,doy_sin,doy_cos,ts_label_lag1_slot,ts_any_yesterday,ts_label
2018-04-07,2018,4,2,1201-1800,33.5,21.6,11.9,2.0,0.0,7.0,0.0,426.0,0.0,17.200000000000003,32.46666666666667,21.23333333333333,11.233333333333334,0.0,33.2,21.3,0.0,0.8660254037844387,-0.4999999999999998,0.9951053111006976,-0.0988201387328714,1.0,0.0,0.0,0.0,33.204206594223194,-2.8707360969866613,45.43648900525892,24.99477091562709,305.23145,286.8147,-3.4226685,0.37278748,0.0,91213.94,266.2147,282.09003,298.23248,0.0010947234,0.007076673,0.0071026944,4.1509857,-6.077591,-7.158142,1.4748077,-1.0668335,0.46862793,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9951053111006976,-0.09882013873287143,0,0,0
2018-04-07,2018,4,3,1801-2400,33.5,21.6,11.9,2.0,0.0,7.0,0.0,426.0,0.0,17.200000000000003,32.46666666666667,21.23333333333333,11.233333333333334,0.0,33.2,21.3,0.0,0.8660254037844387,-0.4999999999999998,0.9951053111006976,-0.0988201387328714,1.0,0.0,0.0,0.0,33.204206594223194,-2.8707360969866613,45.43648900525892,24.99477091562709,305.23145,286.8147,-3.4226685,0.37278748,0.0,91213.94,266.2147,282.09003,298.23248,0.0010947234,0.007076673,0.0071026944,4.1509857,-6.077591,-7.158142,1.4748077,-1.0668335,0.46862793,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9951053111006976,-0.09882013873287143,0,0,0
2018-04-08,2018,4,0,0001-0600,32.6,21.0,11.6,3.0,0.0,5.0,0.0,402.0,0.0,13.8,33.13333333333333,21.3,11.833333333333334,0.0,33.5,21.6,0.0,0.8660254037844387,-0.4999999999999998,0.9932568492674144,-0.1159345995955004,1.0,0.0,0.0,0.0,33.65274200881248,-1.8628855898977577,46.17905057079384,24.854392725807497,304.60205,285.08728,-3.4688263,-0.21954346,0.0,91296.19,265.5046,281.4838,297.42773,0.001356574,0.0069820397,0.0071653686,6.2771454,-4.8926697,-6.0939026,3.4434814,-2.3869934,-0.8447418,0.0,1.0,0.025423728813559324,0.9932568492674143,-0.11593459959550041,0,0,0
2018-04-08,2018,4,1,0601-1200,32.6,21.0,11.6,3.0,0.0,5.0,0.0,402.0,0.0,13.8,33.13333333333333,21.3,11.833333333333334,0.0,33.5,21.6,0.0,0.8660254037844387,-0.4999999999999998,0.9932568492674144,-0.1159345995955004,1.0,0.0,0.0,0.0,33.65274200881248,-1.8628855898977577,46.17905057079384,24.854392725807497,304.60205,285.08728,-3.4688263,-0.21954346,0.0,91296.19,265.5046,281.4838,297.42773,0.001356574,0.0069820397,0.0071653686,6.2771454,-4.8926697,-6.0939026,3.4434814,-2.3869934,-0.8447418,1.0,6.123233995736766e-17,0.00847457627118644,0.9932568492674143,-0.11593459959550041,0,0,0
2018-04-08,2018,4,2,1201-1800,32.6,21.0,11.6,3.0,0.0,5.0,0.0,402.0,0.0,13.8,33.13333333333333,21.3,11.833333333333334,0.0,33.5,21.6,0.0,0.8660254037844387,-0.4999999999999998,0.9932568492674144,-0.1159345995955004,1.0,0.0,0.0,0.0,33.65274200881248,-1.8628855898977577,46.17905057079384,24.854392725807497,304.60205,285.08728,-3.4688263,-0.21954346,0.0,91296.19,265.5046,281.4838,297.42773,0.001356574,0.0069820397,0.0071653686,6.2771454,-4.8926697,-6.0939026,3.4434814,-2.3869934,-0.8447418,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9932568492674143,-0.11593459959550041,0,0,0
2018-04-08,2018,4,3,1801-2400,32.6,21.0,11.6,3.0,0.0,5.0,0.0,402.0,0.0,13.8,33.13333333333333,21.3,11.833333333333334,0.0,33.5,21.6,0.0,0.8660254037844387,-0.4999999999999998,0.9932568492674144,-0.1159345995955004,1.0,0.0,0.0,0.0,33.65274200881248,-1.8628855898977577,46.17905057079384,24.854392725807497,304.60205,285.08728,-3.4688263,-0.21954346,0.0,91296.19,265.5046,281.4838,297.42773,0.001356574,0.0069820397,0.0071653686,6.2771454,-4.8926697,-6.0939026,3.4434814,-2.3869934,-0.8447418,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9932568492674143,-0.11593459959550041,0,0,0
2018-04-09,2018,4,0,0001-0600,32.7,21.0,11.700000000000005,4.0,0.0,5.3,0.0,534.0,0.0,13.8,33.1,21.3,11.800000000000002,0.0,32.6,21.0,0.0,0.8660254037844387,-0.4999999999999998,0.9911140639934548,-0.1330147065341959,1.0,0.0,0.0,0.0,36.283053576938926,-3.3952788484135112,48.4653755705429,28.195594969171434,304.65234,286.9759,-3.3518677,-0.1539154,0.0,91318.25,265.51724,281.81915,296.1579,0.0014638372,0.007318862,0.009145997,9.475479,-4.2737885,-5.888809,-2.016632,-1.8762817,-0.15394592,0.0,1.0,0.025423728813559324,0.9911140639934547,-0.1330147065341959,0,0,0
2018-04-09,2018,4,1,0601-1200,32.7,21.0,11.700000000000005,4.0,0.0,5.3,0.0,534.0,0.0,13.8,33.1,21.3,11.800000000000002,0.0,32.6,21.0,0.0,0.8660254037844387,-0.4999999999999998,0.9911140639934548,-0.1330147065341959,1.0,0.0,0.0,0.0,36.283053576938926,-3.3952788484135112,48.4653755705429,28.195594969171434,304.65234,286.9759,-3.3518677,-0.1539154,0.0,91318.25,265.51724,281.81915,296.1579,0.0014638372,0.007318862,0.009145997,9.475479,-4.2737885,-5.888809,-2.016632,-1.8762817,-0.15394592,1.0,6.123233995736766e-17,0.00847457627118644,0.9911140639934547,-0.1330147065341959,0,0,0
2018-04-09,2018,4,2,1201-1800,32.7,21.0,11.700000000000005,4.0,0.0,5.3,0.0,534.0,0.0,13.8,33.1,21.3,11.800000000000002,0.0,32.6,21.0,0.0,0.8660254037844387,-0.4999999999999998,0.9911140639934548,-0.1330147065341959,1.0,0.0,0.0,0.0,36.283053576938926,-3.3952788484135112,48.4653755705429,28.195594969171434,304.65234,286.9759,-3.3518677,-0.1539154,0.0,91318.25,265.51724,281.81915,296.1579,0.0014638372,0.007318862,0.009145997,9.475479,-4.2737885,-5.888809,-2.016632,-1.8762817,-0.15394592,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9911140639934547,-0.1330147065341959,0,0,0
2018-04-09,2018,4,3,1801-2400,32.7,21.0,11.700000000000005,4.0,0.0,5.3,0.0,534.0,0.0,13.8,33.1,21.3,11.800000000000002,0.0,32.6,21.0,0.0,0.8660254037844387,-0.4999999999999998,0.9911140639934548,-0.1330147065341959,1.0,0.0,0.0,0.0,36.283053576938926,-3.3952788484135112,48.4653755705429,28.195594969171434,304.65234,286.9759,-3.3518677,-0.1539154,0.0,91318.25,265.51724,281.81915,296.1579,0.0014638372,0.007318862,0.009145997,9.475479,-4.2737885,-5.888809,-2.016632,-1.8762817,-0.15394592,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9911140639934547,-0.1330147065341959,0,0,0
2018-04-10,2018,4,0,0001-0600,32.4,20.7,11.7,3.0,0.0,5.0,0.0,564.0,0.0,13.8,32.93333333333334,21.2,11.733333333333334,0.0,32.7,21.0,0.0,0.8660254037844387,-0.4999999999999998,0.9886775902323404,-0.1500553983446526,1.0,0.0,0.0,0.0,35.97422364854822,-1.2440912780270992,44.65692831547227,27.57822536931502,304.70337,286.51044,-2.8650818,0.806427,0.0,91180.81,267.38046,281.66953,297.28833,0.00044015772,0.008122589,0.008426968,7.831848,-3.2577667,-5.015213,0.37365723,-0.32330322,1.2145844,0.0,1.0,0.025423728813559324,0.9886775902323405,-0.1500553983446526,0,0,0
2018-04-10,2018,4,1,0601-1200,32.4,20.7,11.7,3.0,0.0,5.0,0.0,564.0,0.0,13.8,32.93333333333334,21.2,11.733333333333334,0.0,32.7,21.0,0.0,0.8660254037844387,-0.4999999999999998,0.9886775902323404,-0.1500553983446526,1.0,0.0,0.0,0.0,35.97422364854822,-1.2440912780270992,44.65692831547227,27.57822536931502,304.70337,286.51044,-2.8650818,0.806427,0.0,91180.81,267.38046,281.66953,297.28833,0.00044015772,0.008122589,0.008426968,7.831848,-3.2577667,-5.015213,0.37365723,-0.32330322,1.2145844,1.0,6.123233995736766e-17,0.00847457627118644,0.9886775902323405,-0.1500553983446526,0,0,0
2018-04-10,2018,4,2,1201-1800,32.4,20.7,11.7,3.0,0.0,5.0,0.0,564.0,0.0,13.8,32.93333333333334,21.2,11.733333333333334,0.0,32.7,21.0,0.0,0.8660254037844387,-0.4999999999999998,0.9886775902323404,-0.1500553983446526,1.0,0.0,0.0,0.0,35.97422364854822,-1.2440912780270992,44.65692831547227,27.57822536931502,304.70337,286.51044,-2.8650818,0.806427,0.0,91180.81,267.38046,281.66953,297.28833,0.00044015772,0.008122589,0.008426968,7.831848,-3.2577667,-5.015213,0.37365723,-0.32330322,1.2145844,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9886775902323405,-0.1500553983446526,0,0,0
2018-04-10,2018,4,3,1801-2400,32.4,20.7,11.7,3.0,0.0,5.0,0.0,564.0,0.0,13.8,32.93333333333334,21.2,11.733333333333334,0.0,32.7,21.0,0.0,0.8660254037844387,-0.4999999999999998,0.9886775902323404,-0.1500553983446526,1.0,0.0,0.0,0.0,35.97422364854822,-1.2440912780270992,44.65692831547227,27.57822536931502,304.70337,286.51044,-2.8650818,0.806427,0.0,91180.81,267.38046,281.66953,297.28833,0.00044015772,0.008122589,0.008426968,7.831848,-3.2577667,-5.015213,0.37365723,-0.32330322,1.2145844,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9886775902323405,-0.1500553983446526,0,0,0
2018-04-11,2018,4,0,0001-0600,32.2,21.8,10.400000000000002,4.0,0.0,7.0,0.0,510.0,0.0,0.0,32.56666666666667,20.9,11.666666666666666,0.0,32.4,20.7,0.0,0.8660254037844387,-0.4999999999999998,0.9859481499638304,-0.1670516255021192,1.0,0.0,0.0,0.0,35.18085698274916,-0.9037832756850436,44.75627105569868,26.69489492198866,305.46906,285.6161,-1.272049,-1.1785736,0.0,91157.25,267.34662,282.03494,298.09863,0.0007416494,0.007847536,0.007992119,6.4949036,-2.0242767,-2.101883,1.7439575,-2.2696838,-1.8563232,0.0,1.0,0.025423728813559324,0.9859481499638304,-0.16705162550211924,0,0,0
2018-04-11,2018,4,1,0601-1200,32.2,21.8,10.400000000000002,4.0,0.0,7.0,0.0,510.0,0.0,0.0,32.56666666666667,20.9,11.666666666666666,0.0,32.4,20.7,0.0,0.8660254037844387,-0.4999999999999998,0.9859481499638304,-0.1670516255021192,1.0,0.0,0.0,0.0,35.18085698274916,-0.9037832756850436,44.75627105569868,26.69489492198866,305.46906,285.6161,-1.272049,-1.1785736,0.0,91157.25,267.34662,282.03494,298.09863,0.0007416494,0.007847536,0.007992119,6.4949036,-2.0242767,-2.101883,1.7439575,-2.2696838,-1.8563232,1.0,6.123233995736766e-17,0.00847457627118644,0.9859481499638304,-0.16705162550211924,0,0,0
2018-04-11,2018,4,2,1201-1800,32.2,21.8,10.400000000000002,4.0,0.0,7.0,0.0,510.0,0.0,0.0,32.56666666666667,20.9,11.666666666666666,0.0,32.4,20.7,0.0,0.8660254037844387,-0.4999999999999998,0.9859481499638304,-0.1670516255021192,1.0,0.0,0.0,0.0,35.18085698274916,-0.9037832756850436,44.75627105569868,26.69489492198866,305.46906,285.6161,-1.272049,-1.1785736,0.0,91157.25,267.34662,282.03494,298.09863,0.0007416494,0.007847536,0.007992119,6.4949036,-2.0242767,-2.101883,1.7439575,-2.2696838,-1.8563232,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9859481499638304,-0.16705162550211924,0,0,0
2018-04-11,2018,4,3,1801-2400,32.2,21.8,10.400000000000002,4.0,0.0,7.0,0.0,510.0,0.0,0.0,32.56666666666667,20.9,11.666666666666666,0.0,32.4,20.7,0.0,0.8660254037844387,-0.4999999999999998,0.9859481499638304,-0.1670516255021192,1.0,0.0,0.0,0.0,35.18085698274916,-0.9037832756850436,44.75627105569868,26.69489492198866,305.46906,285.6161,-1.272049,-1.1785736,0.0,91157.25,267.34662,282.03494,298.09863,0.0007416494,0.007847536,0.007992119,6.4949036,-2.0242767,-2.101883,1.7439575,-2.2696838,-1.8563232,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9859481499638304,-0.16705162550211924,0,0,0
2018-04-12,2018,4,0,0001-0600,33.2,21.9,11.300000000000004,3.0,0.0,5.0,0.0,516.0,0.0,0.0,32.43333333333333,21.166666666666668,11.266666666666667,0.0,32.2,21.8,0.0,0.8660254037844387,-0.4999999999999998,0.9829265519799822,-0.18399835165768,1.0,0.0,0.0,0.0,37.6739435678287,-2.268817073408286,45.61320437840664,30.805116432105475,305.3006,288.70557,-2.4917603,-1.097641,0.0,91102.81,268.51035,283.1034,298.18567,0.0005548198,0.008735023,0.009849083,3.2312927,-3.7495422,-4.2694855,-4.792984,-2.6493988,-2.1515045,0.0,1.0,0.025423728813559324,0.9829265519799822,-0.18399835165768005,0,0,0
2018-04-12,2018,4,1,0601-1200,33.2,21.9,11.300000000000004,3.0,0.0,5.0,0.0,516.0,0.0,0.0,32.43333333333333,21.166666666666668,11.266666666666667,0.0,32.2,21.8,0.0,0.8660254037844387,-0.4999999999999998,0.9829265519799822,-0.18399835165768,1.0,0.0,0.0,0.0,37.6739435678287,-2.268817073408286,45.61320437840664,30.805116432105475,305.3006,288.70557,-2.4917603,-1.097641,0.0,91102.81,268.51035,283.1034,298.18567,0.0005548198,0.008735023,0.009849083,3.2312927,-3.7495422,-4.2694855,-4.792984,-2.6493988,-2.1515045,1.0,6.123233995736766e-17,0.00847457627118644,0.9829265519799822,-0.18399835165768005,0,0,0
2018-04-12,2018,4,2,1201-1800,33.2,21.9,11.300000000000004,3.0,0.0,5.0,0.0,516.0,0.0,0.0,32.43333333333333,21.166666666666668,11.266666666666667,0.0,32.2,21.8,0.0,0.8660254037844387,-0.4999999999999998,0.9829265519799822,-0.18399835165768,1.0,0.0,0.0,0.0,37.6739435678287,-2.268817073408286,45.61320437840664,30.805116432105475,305.3006,288.70557,-2.4917603,-1.097641,0.0,91102.81,268.51035,283.1034,298.18567,0.0005548198,0.008735023,0.009849083,3.2312927,-3.7495422,-4.2694855,-4.792984,-2.6493988,-2.1515045,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9829265519799822,-0.18399835165768005,0,0,0
2018-04-12,2018,4,3,1801-2400,33.2,21.9,11.300000000000004,3.0,0.0,5.0,0.0,516.0,0.0,0.0,32.43333333333333,21.166666666666668,11.266666666666667,0.0,32.2,21.8,0.0,0.8660254037844387,-0.4999999999999998,0.9829265519799822,-0.18399835165768,1.0,0.0,0.0,0.0,37.6739435678287,-2.268817073408286,45.61320437840664,30.805116432105475,305.3006,288.70557,-2.4917603,-1.097641,0.0,91102.81,268.51035,283.1034,298.18567,0.0005548198,0.008735023,0.009849083,3.2312927,-3.7495422,-4.2694855,-4.792984,-2.6493988,-2.1515045,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9829265519799822,-0.18399835165768005,0,0,0
2018-04-13,2018,4,0,0001-0600,33.5,21.7,11.8,3.0,0.0,5.8,0.0,510.0,0.0,0.0,32.6,21.46666666666667,11.133333333333336,0.0,33.2,21.9,0.0,0.8660254037844387,-0.4999999999999998,0.97961369164549,-0.200890555130635,1.0,0.0,0.0,0.0,34.702316995398064,-0.3969958925302421,43.1797624787252,27.925305835981906,306.0902,287.13312,-3.0460205,0.0342865,0.0,91163.375,269.34253,282.79938,298.1715,0.00026795187,0.0077745616,0.009364311,-1.4182129,-3.6941833,-4.797165,-3.9098663,-2.6942444,-0.28749084,0.0,1.0,0.025423728813559324,0.9796136916454901,-0.20089055513063506,0,0,0
2018-04-13,2018,4,1,0601-1200,33.5,21.7,11.8,3.0,0.0,5.8,0.0,510.0,0.0,0.0,32.6,21.46666666666667,11.133333333333336,0.0,33.2,21.9,0.0,0.8660254037844387,-0.4999999999999998,0.97961369164549,-0.200890555130635,1.0,0.0,0.0,0.0,34.702316995398064,-0.3969958925302421,43.1797624787252,27.925305835981906,306.0902,287.13312,-3.0460205,0.0342865,0.0,91163.375,269.34253,282.79938,298.1715,0.00026795187,0.0077745616,0.009364311,-1.4182129,-3.6941833,-4.797165,-3.9098663,-2.6942444,-0.28749084,1.0,6.123233995736766e-17,0.00847457627118644,0.9796136916454901,-0.20089055513063506,0,0,0
2018-04-13,2018,4,2,1201-1800,33.5,21.7,11.8,3.0,0.0,5.8,0.0,510.0,0.0,0.0,32.6,21.46666666666667,11.133333333333336,0.0,33.2,21.9,0.0,0.8660254037844387,-0.4999999999999998,0.97961369164549,-0.200890555130635,1.0,0.0,0.0,0.0,34.702316995398064,-0.3969958925302421,43.1797624787252,27.925305835981906,306.0902,287.13312,-3.0460205,0.0342865,0.0,91163.375,269.34253,282.79938,298.1715,0.00026795187,0.0077745616,0.009364311,-1.4182129,-3.6941833,-4.797165,-3.9098663,-2.6942444,-0.28749084,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9796136916454901,-0.20089055513063506,0,0,0
2018-04-13,2018,4,3,1801-2400,33.5,21.7,11.8,3.0,0.0,5.8,0.0,510.0,0.0,0.0,32.6,21.46666666666667,11.133333333333336,0.0,33.2,21.9,0.0,0.8660254037844387,-0.4999999999999998,0.97961369164549,-0.200890555130635,1.0,0.0,0.0,0.0,34.702316995398064,-0.3969958925302421,43.1797624787252,27.925305835981906,306.0902,287.13312,-3.0460205,0.0342865,0.0,91163.375,269.34253,282.79938,298.1715,0.00026795187,0.0077745616,0.009364311,-1.4182129,-3.6941833,-4.797165,-3.9098663,-2.6942444,-0.28749084,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9796136916454901,-0.20089055513063506,0,0,0
2018-04-14,2018,4,0,0001-0600,33.4,23.1,10.299999999999995,3.0,0.0,5.0,0.0,270.0,0.0,0.0,32.96666666666667,21.8,11.16666666666667,0.0,33.5,21.7,0.0,0.8660254037844387,-0.4999999999999998,0.9760105506323684,-0.2177232303965317,1.0,0.0,0.0,0.0,36.70202553366403,-1.412219677002554,43.08109934551828,30.718585931280643,307.33862,288.05994,-2.2885132,-0.7875061,0.0,91062.875,269.65842,283.0903,299.2668,0.0011253937,0.008978922,0.009017192,-2.9960022,-3.7546692,-3.7384033,-3.9750824,-0.4084015,-0.9885864,0.0,1.0,0.025423728813559324,0.9760105506323683,-0.21772323039653177,0,0,0
2018-04-14,2018,4,1,0601-1200,33.4,23.1,10.299999999999995,3.0,0.0,5.0,0.0,270.0,0.0,0.0,32.96666666666667,21.8,11.16666666666667,0.0,33.5,21.7,0.0,0.8660254037844387,-0.4999999999999998,0.9760105506323684,-0.2177232303965317,1.0,0.0,0.0,0.0,36.70202553366403,-1.412219677002554,43.08109934551828,30.718585931280643,307.33862,288.05994,-2.2885132,-0.7875061,0.0,91062.875,269.65842,283.0903,299.2668,0.0011253937,0.008978922,0.009017192,-2.9960022,-3.7546692,-3.7384033,-3.9750824,-0.4084015,-0.9885864,1.0,6.123233995736766e-17,0.00847457627118644,0.9760105506323683,-0.21772323039653177,0,0,0
2018-04-14,2018,4,2,1201-1800,33.4,23.1,10.299999999999995,3.0,0.0,5.0,0.0,270.0,0.0,0.0,32.96666666666667,21.8,11.16666666666667,0.0,33.5,21.7,0.0,0.8660254037844387,-0.4999999999999998,0.9760105506323684,-0.2177232303965317,1.0,0.0,0.0,0.0,36.70202553366403,-1.412219677002554,43.08109934551828,30.718585931280643,307.33862,288.05994,-2.2885132,-0.7875061,0.0,91062.875,269.65842,283.0903,299.2668,0.0011253937,0.008978922,0.009017192,-2.9960022,-3.7546692,-3.7384033,-3.9750824,-0.4084015,-0.9885864,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9760105506323683,-0.21772323039653177,0,0,0
2018-04-14,2018,4,3,1801-2400,33.4,23.1,10.299999999999995,3.0,0.0,5.0,0.0,270.0,0.0,0.0,32.96666666666667,21.8,11.16666666666667,0.0,33.5,21.7,0.0,0.8660254037844387,-0.4999999999999998,0.9760105506323684,-0.2177232303965317,1.0,0.0,0.0,0.0,36.70202553366403,-1.412219677002554,43.08109934551828,30.718585931280643,307.33862,288.05994,-2.2885132,-0.7875061,0.0,91062.875,269.65842,283.0903,299.2668,0.0011253937,0.008978922,0.009017192,-2.9960022,-3.7546692,-3.7384033,-3.9750824,-0.4084015,-0.9885864,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9760105506323683,-0.21772323039653177,0,0,0
2018-04-15,2018,4,0,0001-0600,34.6,23.9,10.700000000000005,3.0,0.0,7.5,0.0,444.0,0.0,0.0,33.36666666666667,22.23333333333333,11.133333333333336,0.0,33.4,23.1,0.0,0.8660254037844387,-0.4999999999999998,0.9721181966290612,-0.2344913895704098,1.0,0.0,0.0,0.0,37.01503929258081,-2.347015201906345,45.78390146979319,31.142241828834205,305.30933,289.1598,-2.5895386,1.9176178,0.0,91161.81,268.80188,283.24524,298.06396,0.0010936982,0.008161232,0.010439083,-5.384903,-3.0724487,-3.989563,-3.398117,-2.0679169,2.3887634,0.0,1.0,0.025423728813559324,0.9721181966290613,-0.23449138957040985,0,0,0
2018-04-15,2018,4,1,0601-1200,34.6,23.9,10.700000000000005,3.0,0.0,7.5,0.0,444.0,0.0,0.0,33.36666666666667,22.23333333333333,11.133333333333336,0.0,33.4,23.1,0.0,0.8660254037844387,-0.4999999999999998,0.9721181966290612,-0.2344913895704098,1.0,0.0,0.0,0.0,37.01503929258081,-2.347015201906345,45.78390146979319,31.142241828834205,305.30933,289.1598,-2.5895386,1.9176178,0.0,91161.81,268.80188,283.24524,298.06396,0.0010936982,0.008161232,0.010439083,-5.384903,-3.0724487,-3.989563,-3.398117,-2.0679169,2.3887634,1.0,6.123233995736766e-17,0.00847457627118644,0.9721181966290613,-0.23449138957040985,0,0,0
2018-04-15,2018,4,2,1201-1800,34.6,23.9,10.700000000000005,3.0,0.0,7.5,0.0,444.0,0.0,0.0,33.36666666666667,22.23333333333333,11.133333333333336,0.0,33.4,23.1,0.0,0.8660254037844387,-0.4999999999999998,0.9721181966290612,-0.2344913895704098,1.0,0.0,0.0,0.0,37.01503929258081,-2.347015201906345,45.78390146979319,31.142241828834205,305.30933,289.1598,-2.5895386,1.9176178,0.0,91161.81,268.80188,283.24524,298.06396,0.0010936982,0.008161232,0.010439083,-5.384903,-3.0724487,-3.989563,-3.398117,-2.0679169,2.3887634,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9721181966290613,-0.23449138957040985,0,0,0
2018-04-15,2018,4,3,1801-2400,34.6,23.9,10.700000000000005,3.0,0.0,7.5,0.0,444.0,0.0,0.0,33.36666666666667,22.23333333333333,11.133333333333336,0.0,33.4,23.1,0.0,0.8660254037844387,-0.4999999999999998,0.9721181966290612,-0.2344913895704098,1.0,0.0,0.0,0.0,37.01503929258081,-2.347015201906345,45.78390146979319,31.142241828834205,305.30933,289.1598,-2.5895386,1.9176178,0.0,91161.81,268.80188,283.24524,298.06396,0.0010936982,0.008161232,0.010439083,-5.384903,-3.0724487,-3.989563,-3.398117,-2.0679169,2.3887634,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9721181966290613,-0.23449138957040985,0,0,0
2018-04-16,2018,4,0,0001-0600,33.7,22.6,11.1,3.0,0.0,6.0,0.0,462.0,0.0,0.0,33.833333333333336,22.9,10.933333333333332,0.0,34.6,23.9,0.0,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.2511900638848193,1.0,0.0,0.0,179.75,38.594312338638304,-4.976827590882465,47.89925753208939,35.3301121682317,306.34583,291.3473,-2.8827057,-0.56314087,179.75,91266.25,268.4848,284.30273,297.4858,0.0019668853,0.008650374,0.011952445,-8.282028,-5.0590057,-4.866394,-3.9170532,-1.9374847,-1.18396,0.0,1.0,0.025423728813559324,0.9679377830240642,-0.25119006388481935,0,0,0
2018-04-16,2018,4,1,0601-1200,33.7,22.6,11.1,3.0,0.0,6.0,0.0,462.0,0.0,0.0,33.833333333333336,22.9,10.933333333333332,0.0,34.6,23.9,0.0,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.2511900638848193,1.0,0.0,0.0,179.75,38.594312338638304,-4.976827590882465,47.89925753208939,35.3301121682317,306.34583,291.3473,-2.8827057,-0.56314087,179.75,91266.25,268.4848,284.30273,297.4858,0.0019668853,0.008650374,0.011952445,-8.282028,-5.0590057,-4.866394,-3.9170532,-1.9374847,-1.18396,1.0,6.123233995736766e-17,0.00847457627118644,0.9679377830240642,-0.25119006388481935,0,0,0
2018-04-16,2018,4,2,1201-1800,33.7,22.6,11.1,3.0,0.0,6.0,0.0,462.0,0.0,0.0,33.833333333333336,22.9,10.933333333333332,0.0,34.6,23.9,0.0,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.2511900638848193,1.0,0.0,0.0,179.75,38.594312338638304,-4.976827590882465,47.89925753208939,35.3301121682317,306.34583,291.3473,-2.8827057,-0.56314087,179.75,91266.25,268.4848,284.30273,297.4858,0.0019668853,0.008650374,0.011952445,-8.282028,-5.0590057,-4.866394,-3.9170532,-1.9374847,-1.18396,1.2246467991473532e-16,-1.0,0.13135593220338984,0.9679377830240642,-0.25119006388481935,0,0,0
2018-04-16,2018,4,3,1801-2400,33.7,22.6,11.1,3.0,0.0,6.0,0.0,462.0,0.0,0.0,33.833333333333336,22.9,10.933333333333332,0.0,34.6,23.9,0.0,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.2511900638848193,1.0,0.0,0.0,179.75,38.594312338638304,-4.976827590882465,47.89925753208939,35.3301121682317,306.34583,291.3473,-2.8827057,-0.56314087,179.75,91266.25,268.4848,284.30273,297.4858,0.0019668853,0.008650374,0.011952445,-8.282028,-5.0590057,-4.866394,-3.9170532,-1.9374847,-1.18396,-1.0,-1.8369701987210297e-16,0.1016949152542373,0.9679377830240642,-0.25119006388481935,0,0,1
2018-04-17,2018,4,0,0001-0600,34.6,22.3,12.3,2.0,11.8,4.3,50.0,402.0,0.0,0.0,33.9,23.2,10.7,0.0,33.7,22.6,1.0,0.8660254037844387,-0.4999999999999998,0.9634705485641488,-0.2678143051621742,1.0,0.0,1.0,0.0,36.37557257134597,-0.9438375956140136,43.5039455538365,30.05131616062247,306.9496,287.48328,-3.0970917,0.08470154,0.0,91315.25,269.35815,283.17242,299.26465,0.000870781,0.0087544285,0.00891117,-12.955215,-4.9413757,-5.1525574,-3.9263763,-3.4586182,-0.5616913,0.0,1.0,0.025423728813559324,0.9634705485641488,-0.2678143051621742,0,1,0
