model,TP,FP,FN,TN,POD,FAR,CSI,HSS,AUROC,Brier,threshold,lookback
LSTM_daily_v1,26,45,70,853,0.2708,0.6338,0.1844,0.2498,0.7954,0.1262,0.65,7
