ERA5_U10,ERA5_V10,ERA5_T2M,ERA5_D2M,ERA5_t_500hPa,ERA5_u_500hPa,ERA5_v_500hPa,ERA5_q_500hPa,ERA5_t_700hPa,ERA5_u_700hPa,ERA5_v_700hPa,ERA5_q_700hPa,ERA5_t_850hPa,ERA5_u_850hPa,ERA5_v_850hPa,ERA5_q_850hPa,ERA5_CAPE,ERA5_SP,date,slot,slot_label,gfs_cycle
5.002365589141846,-1.018090844154358,301.79998779296875,287.0,268.6640319824219,13.751083374023438,-8.691363334655762,0.00038663099985569715,283.75970458984375,7.582382678985596,1.5800659656524658,0.0036820764653384686,293.3344421386719,6.776644706726074,-1.527978539466858,0.010225821286439896,0.0,91521.8671875,2026-07-15,2,1201-1800 IST,2026-07-14 18Z f012
